uid,type,points_finish,points_bronze,points_silver,points_gold,points_at
cSRTjPLeCrQ9RCT6qANcQnlArzm,Royal,5,6,7,8,10
wnXtzFyv1EZW3JZ6TVWg4Veb_Zl,Royal,5,6,7,8,10
Zj1V5Uq4WJ3fRtUyqGS8BRRC5Vg,Royal,5,6,7,8,10
APF69Fjexsh7B6vTsF32LP2gR9b,Royal,5,6,7,8,10
pEA2Tqh8sQnuNlbPyPi0vxOA2S6,Royal,5,6,7,8,10
ww3vWClSkuJypn2hdrcPL1fGTik,Royal,5,6,7,8,10
m3fvwZKJKlweA79PFpqsm_CCZAj,Royal,5,6,7,8,10
PPL9effJEM57oQh8qPubpiP0wIf,Royal,5,6,7,8,10
mWlEigdeuaIurqnBrRxUk_T3_bj,Royal,5,6,7,8,10
YBwdpGkYlSsG85MSkve2cHK48Mh,Royal,5,6,7,8,10
kAZvcoFJkQhWM7cy_eQ5FmlyEOk,Royal,5,6,7,8,10
OiQKjQAhzYMiqD3tlAGosh4mDCm,Royal,5,6,7,8,10
Kh6RjO6Obt5QXHa99V4XgU68h8d,Royal,5,6,7,8,10
W94NhgOxy8Xd0CWEAkzWoVuO7M8,Royal,5,6,7,8,10
9SmefajLva2QOK4hYl9fVJNJmqh,Royal,5,6,7,8,10
daNV4vO1hLhG0KgYi4UJ4_6_g8l,Royal,5,6,7,8,10
ah5RcBFhztNXALjtmsmA5WvvN42,Royal,5,6,7,8,10
YKtuVPNrJvQLyf9VjP1St0DxBPk,Royal,5,6,7,8,10
6v7r2fFJlzVUcZdmZ4jgQ3HFlPa,Royal,5,6,7,8,10
qR34f4PKy2yI0VnLK3ugR3S_QY,Royal,5,6,7,8,10
e8jivX2HjKnIKtt9pCscR2P9sJl,Royal,5,6,7,8,10
XnJKo0SFwdW1SvYUQqvzBbRrVxb,Royal,5,6,7,8,10
unhF2OTq32vUoWKMglj5694CHqg,Royal,5,6,7,8,10
sd19CP65s1vgb9lS0YPummy7nGg,Royal,5,6,7,8,10
wDQnEnd8XRGyIwAAx3nunr3OXs7,Royal,5,6,7,8,10
Km0rNggYklQ5E3vs81dBEfWriSd,Royal,5,6,7,8,10
3p4aQdI15nky4z3OZCfap924wb3,Royal,5,6,7,8,10
NQ4isgsicESvPhTAV2Nt6aci2xh,Royal,5,6,7,8,10
r8NVJ3raTqUt3_L5MZHxgzOZ1C6,Royal,5,6,7,8,10
bHYr4Gfxm1sFU1tL1xwL2VjB5N0,Royal,5,6,7,8,10
Qb10GnTtn6E57Cvt_zcfYTRS_n0,Royal,5,6,7,8,10
MEf27xVYJp4L2w9IN2OELLUVHcg,Royal,5,6,7,8,10
Cfa89q0keb3Vc65pMluHbluy2N0,Royal,5,6,7,8,10
ucwnQZUTD72qfzftADHlrwj96t7,Royal,5,6,7,8,10
XQb9DqhTesOj1io0Wroz9jtlp8,Royal,5,6,7,8,10
kQcItHHQixfOKMQdQnzJiD3piXb,Royal,5,6,7,8,10
8luBBXm05MIhkFgj4u_iaBaHnO5,Royal,5,6,7,8,10
woDvw2Vvhw1j5ilknkJYxDWmXV7,Royal,5,6,7,8,10
Fsl3fypOfhVrlyZFtQhhAU8JyJl,Royal,5,6,7,8,10
E7BVozdE3uxWvmgNtokkKG9FRE,Royal,5,6,7,8,10
Eate3Yp2MaRW45tmdCvGr3QXXJd,Royal,5,6,7,8,10
LpALoKV10eojLBicn1BUorRYFfe,Royal,5,6,7,8,10
mAay4tSvVk8S7EWMLvOiYbGJNO0,Royal,5,6,7,8,10
JQ0d0RQpeY4qOsjTT80TG9CFyQj,Royal,5,6,7,8,10
7OC8TIL1bdYuvjCbvLliGhUZec7,Royal,5,6,7,8,10
A6CEiZ3POIRdMnbzsI88yVChPom,Royal,5,6,7,8,10
4dU0jkFwtUbYqQKPLT31xDH5ve4,Royal,5,6,7,8,10
kBMYzlecMwTiEaVurFHQ_o__Zt6,Royal,5,6,7,8,10
ITpLNBED6megcUArUbKRRd64USi,Royal,5,6,7,8,10
0vtKRQ52u5NKlloaofc0zXESRn4,Royal,5,6,7,8,10
Ss9DfCYi6bU0Qqc5pSgtCPI6by9,Royal,5,6,7,8,10
sS_SM_VHmBbpWIB0b7LSYhHuDPk,Royal,5,6,7,8,10
3lvHxGHaIzGWKLld5CpiOMNV137,Royal,5,6,7,8,10
VE0X42_Bo0q3dAeFWDWi1zCc3Gc,Royal,5,6,7,8,10
YdeTxv0QdyRkUvfgHrtKnJP2B39,Royal,5,6,7,8,10
KHHul_APgoXkaFhvcgwVm6wY3Wk,Royal,5,6,7,8,10
T0E6X52fFmBjirr5uRnWd7TdEVb,Royal,5,6,7,8,10
NPxo6RFwXDTmg0MolX5xCkDSqcd,Royal,5,6,7,8,10
A8O_Ej4OR1_Uip31S0A_Z3eUwm0,Royal,5,6,7,8,10
qqlu7QN95V_egCAZvFhgnkk9IDe,Royal,5,6,7,8,10
o4a2iAKyUplclyiWM6kkHLv_iSk,Royal,5,6,7,8,10
jmPJZX4qnkFystkzgFQEiH2Rsej,Royal,5,6,7,8,10
S3TO4lbeTkCSA_TmDoUrlsiWKKd,Royal,5,6,7,8,10
EH0hNqURt4sCMaTijhv5BQHvqzm,Royal,5,6,7,8,10
XL7KfT2cb6jV29dOFdA3XJ9rdT0,Royal,5,6,7,8,10
A9x65m0e2f9isR6mJtshJj80Ns8,Royal,5,6,7,8,10
xQ2_Ykaxr_gG05uCn16F2pyGFGe,Royal,5,6,7,8,10
cB1qH9QiFNwUqzYUWHO517uoNR7,Royal,5,6,7,8,10
20zr9iblJFpgHDsOO2pfRTiFct0,Royal,5,6,7,8,10
856975I01LbASUJZ0vFqTt9VEQd,Royal,5,6,7,8,10
iINMkoUqzF9zQLYnYHF9lz5_qkh,Royal,5,6,7,8,10
kSjdFu1SO4YVqEbaIwJXAiE7t0l,Royal,5,6,7,8,10
xzSXqZbKbHpDLwOVxA0f06OYX34,Royal,5,6,7,8,10
Z5vsHrixc0OVhVb1GgIdqInDROd,Royal,5,6,7,8,10
UBtCCNXyh_vAzj3nWBUWIhvZx_h,Royal,5,6,7,8,10
qDbCTNIb1TTejK9R7Kepj0IsnKi,Royal,5,6,7,8,10
S_j7aAJYFOWfh2AxhKRZNu0lLvi,Royal,5,6,7,8,10
4H6lL_QXEPfoLIf7x0xHFCh4bne,Royal,5,6,7,8,10
QN2pzo7uDpkC0MxU7SvH_BQty5b,Royal,5,6,7,8,10
mrx9kYbTIdYx7kzFRQ3VYfBwVR9,Royal,5,6,7,8,10
r_FWUcAvHpgEIS1Rb9VI4cHefZe,Royal,5,6,7,8,10
cvi6jnvZJ1WpCwhSwDW0lKBAvz1,Royal,5,6,7,8,10
uXWEObLupJFfodpEa23ZpJu0CAf,Royal,5,6,7,8,10
tyaigc8kyiSthYyrm7UOGydal8h,Royal,5,6,7,8,10
uKDkrLnLc6RwlFXO66fKI6CPxZ0,Royal,5,6,7,8,10
0BROjI0uNYDlghyxnWRvH8taza7,Royal,5,6,7,8,10
VtoxM5WZ10HyGxg93MYbu0Qujn0,Royal,5,6,7,8,10
9yM6CMK8XTkEHafpMc0Z8bBkJpf,Royal,5,6,7,8,10
PszbtZ0cxtW6DopU15K5BDp33Xf,Royal,5,6,7,8,10
wIcR1BjFRDwlrDNGYT2SrvrZlad,Royal,5,6,7,8,10
zHxXQLk97acwc1JXWIkOVo0Uzha,Royal,5,6,7,8,10
mIwcLHP_owolWZp_u394WSMCt08,Royal,5,6,7,8,10
v8uh8zMf71Uu9xMAEZIGF3mi15b,Royal,5,6,7,8,10
MnDIaPOga_xOLOVlDbP8RpHjPhe,Royal,5,6,7,8,10
yOnagkkEMwz7nS1qqd2OhbRUrS6,Royal,5,6,7,8,10
59TqfTYsFXJfR3uc5RWrto9kRCc,Royal,5,6,7,8,10
Tr0Ph0SOqjEki_YW8ecvMzFbrw0,Royal,5,6,7,8,10
ur55eL39M3w2omnzbQ0GV1cmJB4,Royal,5,6,7,8,10
lHrjzpjpjGNjLHlQXZa1o2iOBNa,Royal,5,6,7,8,10
iMDRewOih2FS03KSNLtJQDm4LK,Royal,5,6,7,8,10
JYtVbVd3MCHvK5rON6f1bCG3IBl,Royal,5,6,7,8,10
qogtNjh3OSRPsGwzpwYK88B1dn8,Royal,5,6,7,8,10
QtPkMHmYxRGsUzkHCkwn1FfpOf7,Royal,5,6,7,8,10
HA913UrdZRxlVA5X539r2nYxihc,Royal,5,6,7,8,10
Z6pkV9v12bLFOfFJOfYvAgbjIHb,Royal,5,6,7,8,10
gkWq7NjFrmLZK8c2svwSBgykC1e,Royal,5,6,7,8,10
MdQaP3dPeyqGVdZiIrzAUv0xA63,Royal,5,6,7,8,10
ZapBsY_U3ciQ7WWpmXjVxH9gz5b,Royal,5,6,7,8,10
bBat29OGtfHZKdS6WxtBbHrxa4h,Royal,5,6,7,8,10
oz0CIE4gxSmq3apeL8W3ooPpbe4,Royal,5,6,7,8,10
paAliDeuXgEdQO0WDCTiDK4v48d,Royal,5,6,7,8,10
BbskSylgCuBfZVR2bbHvKMyU1mc,Royal,5,6,7,8,10
1lestt4fAPdgPqdE1g7Apdz09h4,Royal,5,6,7,8,10
ylI0o_rrZiwTTl53RKzzZnRS7gd,Royal,5,6,7,8,10
PLgqpzsrLMPC_dCShbc5LBzzXqj,Royal,5,6,7,8,10
Jz204GLbcHqz5u9duZNzutIfyRd,Royal,5,6,7,8,10
2VZPqkmsoyupLPSIrLCHggioT38,Royal,5,6,7,8,10
XqE8mId8W9R6fOys05VY1OIdsOa,Royal,5,6,7,8,10
Cax6iFAtmJEGY854jhYxB_7RX7b,Royal,5,6,7,8,10
qrFmadhGkFMSego1osQAEh6qjgd,Royal,5,6,7,8,10
4odDA6CBu9cxEcpWs15I5DCniWi,Royal,5,6,7,8,10
fTTV_w4NVxd8TgEyirPwTHAhu_7,Royal,5,6,7,8,10
BreLZ_0sYTnyLQCduJ_JmpjCsfd,Royal,5,6,7,8,10
ke1XYkEM5NO7pQqd9Iusxerdtla,Royal,5,6,7,8,10
RrzFD2aL0_f0Y8O19rMMXAGE6ib,Royal,5,6,7,8,10
quSTB4_HPSnxdBPzpkLQTRG4Dxm,Royal,5,6,7,8,10
UNvcKUBrdmXA4F5BOua_7Ap6I28,Royal,5,6,7,8,10
jhsC2XiGvjUUas2Bej87F83mFEi,Royal,5,6,7,8,10
XlrEHRwMS9rSL84B6vVICefvRw2,Royal,5,6,7,8,10
Rh24AMEp6PhcXCpRUm4H9WrByJ9,Royal,5,6,7,8,10
QuSdFXZhSqeEk5Zqwk1c1xL556m,Royal,5,6,7,8,10
khGmsPYSrw3vXl8h3CZg5clLPZb,Royal,5,6,7,8,10
6magw1EUspTqhCw3jKChYOkhPX9,Royal,5,6,7,8,10
Mk6y3SUlcHgPHmXAuZNylFhCDPj,Royal,5,6,7,8,10
51Hr7v7vSlBodvf2qhX53bTIXLe,Royal,5,6,7,8,10
BnKajbyEpHgZJ8UmIEEKLmQFKo5,Royal,5,6,7,8,10
xJVF_BcMEA4iZYlqO0x7LJxDTyi,Royal,5,6,7,8,10
Oj08ePzYiaLsy6VioJScrtYhvwc,Royal,5,6,7,8,10
DGlr_p_FINDGAcp1KfqilgrGcq6,Royal,5,6,7,8,10
NeT2zn2QkekvgH_wwvb7o24AUIa,Royal,5,6,7,8,10
OZN6QoczAtalO_RIXV_sz_LfLz4,Royal,5,6,7,8,10
JqZRGT3q0W7LDzWhpmxthqqltlh,Royal,5,6,7,8,10
VgWqULyd2r1bHNpCJgNbWDVhG6e,Royal,5,6,7,8,10
kMaJp_i_UZMGqFPWvuqyeU0VNAe,Royal,5,6,7,8,10
4ASEGrK2QFFlppfGBVfZK7jai04,Royal,5,6,7,8,10
k1Vto735FX532wq8SXIrCQiyNS3,Royal,5,6,7,8,10
mnNEbxGRZpSdvl7yxHBBd7Bdsy0,Royal,5,6,7,8,10
zvdJ2M10aCkIATiL4YlRU2B9xv,Royal,5,6,7,8,10
kKL_ZOEm9BictvjWzfekTXEe8jj,Royal,5,6,7,8,10
6bd4Xrw2WF7YBoA_MevZGIoNnzc,Royal,5,6,7,8,10
b4CZ7AOftgPfRih4B1zmlNTjdPg,Royal,5,6,7,8,10
VWNT0qDs2qkjLicFgL4hDzScOe6,Royal,5,6,7,8,10
O9AjSDMSN3SA4mUNYz59y5cKN3a,Royal,5,6,7,8,10
_IPXnuc4VBnCVgKjCKM26Na7ch2,Royal,5,6,7,8,10
wnN43Zd5WoqxiTY6Hh5dwAxZfWf,Royal,5,6,7,8,10
etPhSjob4ebUTROTaFQbboFd3db,Royal,5,6,7,8,10
sHglw7suZuztP2S5s98q28NrYFb,Royal,5,6,7,8,10
pRF8MUTq6IFrEBHp2bBVdkCM7gl,Royal,5,6,7,8,10
mVymZg9fifuKF015rVfGusmSWu9,Royal,5,6,7,8,10
97bUUk9jbWqMrghRAJGz5b_Kw5j,Royal,5,6,7,8,10
p7kYjaNIAKc4yCl8Oho7qhTHlq5,Royal,5,6,7,8,10
8FPY_gFwmQ3w_B5iRLaPfiojONm,Royal,5,6,7,8,10
KiTZd4xTlkHWfz9tbFYpbGSmIdm,Royal,5,6,7,8,10
0kHX7T_V0tY27mhUAu1FPpm_LO6,Royal,5,6,7,8,10
eENxMeUtEDy0PdXEQWfIEcTF8i6,Royal,5,6,7,8,10
8nHgQ4aUQ9i4_oMNLlQMxiCP4tl,Royal,5,6,7,8,10
3kmj8HExDDOehKLG16fU9ACcK1d,Royal,5,6,7,8,10
fLZF2VJwuf54ea8Tfj8KlXiS096,Royal,5,6,7,8,10
plxGplCxRKYQeLslJhwuVulDdKl,Royal,5,6,7,8,10
3fcapNsLek8w580MSI3aOioBLz0,Royal,5,6,7,8,10
1lUmItF4peA8eUR2eaV3v1Hv40d,Royal,5,6,7,8,10
XdMDBENHEROApMvMzqp_2nRe_Y2,Royal,5,6,7,8,10
08j7r940WfphN7qNZw7usupKkX9,Royal,5,6,7,8,10
1c6XhS1r_z3VvuniX7bGM3tZc68,Royal,5,6,7,8,10
0JzWLSwY8pHQ6Zpd26VLa9MHpBm,Royal,5,6,7,8,10
XzBSkR2I73VNW9wSANNNp0wA0Al,Royal,5,6,7,8,10
CPyHr2ydEmnoqVxJ7_TuKy5dg5k,Royal,5,6,7,8,10
8Ywe4rihNQcclTGT1JKJ8cBlFtg,Royal,5,6,7,8,10
nFo3q3GFFSh_PtcJQpdPsbjiWdd,Royal,5,6,7,8,10
eKd3sYuxCbEc4_Xf9gzhYUTX696,Royal,5,6,7,8,10
16nglBZAECmsedc0YZLALdAwZUg,Royal,5,6,7,8,10
Hetu4Yk62nZczBAyxFMushbjV40,Royal,5,6,7,8,10
BylfVXlgxjZJCrJyYyKnQNK2711,Royal,5,6,7,8,10
kIi2d5SpE7eJSYouHcIWlnW6qZ5,Royal,5,6,7,8,10
CCEZNQqplBNSm7luJxIPi1ZzNg9,Royal,5,6,7,8,10
YV93c_CcEnhpdJt3bwjRXHtxHMe,Royal,5,6,7,8,10
hxBBJnPJvGCyGdDL0pcGIV5rJv7,Royal,5,6,7,8,10
c6MNRniMZe2YD8hxgZFcLv8pZe3,Royal,5,6,7,8,10
9UE0QjrTrnh48a4j8h6U1SEWS4c,Royal,5,6,7,8,10
xMCsYRh7yxh9ytsT3BIof_GnGy5,Royal,5,6,7,8,10
rm6Le9ExunfbNx_7ou_OBjlnDAh,Royal,5,6,7,8,10
n7Rn1NflteL3PegRghK_lO8BQa1,Royal,5,6,7,8,10
uVhnODfhZVWW5hYQFX9nEuPMkqh,Royal,5,6,7,8,10
RVwzJebgSPgNKP5sdc2OPzROxF0,Royal,5,6,7,8,10
CHbQpGdOXsnH6uIZ_hfPxYiJ1Cj,Royal,5,6,7,8,10
ASMvxqEBmHKzeHrfJGEyhBy6Jma,Royal,5,6,7,8,10
KnDmQRxzs6ZCY7DlQs4KQJgjkD,Royal,5,6,7,8,10
ot_BLw8nqNAb9LOqtaBSswlI_R2,Royal,5,6,7,8,10
DjIspFTFsABHEj8NcIlkpgXEXD6,Royal,5,6,7,8,10
HXYyF6r7HR2Yux1lvP18_9X3otm,Royal,5,6,7,8,10
HnkGBHD7PJFQm8Lr66Lva6WOvNf,Royal,5,6,7,8,10
NyqYhbmQnlFmjrAvFD2Vmh4Qfhd,Royal,5,6,7,8,10
5DxNO_b3DryeGXE8McSh9Ho_b82,Royal,5,6,7,8,10
F68B1o6KixmcmhtItcZbOfrUpYm,Royal,5,6,7,8,10
1y0E9NQOoSXXFlVVA0gC4kYdk63,Royal,5,6,7,8,10
xU0UM495RBjjpaUvT1RYYAOVs57,Royal,5,6,7,8,10
gI20kVlf1csmTwsvA3QAv7wD4I6,Royal,5,6,7,8,10
AsHIGsJw5UaPSLC3JKOdMyKHeI8,Royal,5,6,7,8,10
vJFQV55oioYzSGMrOsX38EV1tPf,Royal,5,6,7,8,10
TmIFWgKNlugbAY5_GZIGvmu8mCh,Royal,5,6,7,8,10
grDy6KsW4QE0qcChgL2hTITP_jh,Royal,5,6,7,8,10
wTR78KL5YBUvWWXRbM1AZb51kX6,Royal,5,6,7,8,10
CvE95kpOlZ4F1LMUGLw8QGgL0Kg,Royal,5,6,7,8,10
HQUCmnGAQIoyEIIZrXTFMwz53U7,Royal,5,6,7,8,10
t_W6MBxrcZ845dwYy_M9P8WPz_9,Royal,5,6,7,8,10
UexfcdJ5sZqjeaQLcU2sMSe4_nc,Royal,5,6,7,8,10
mIwZNcoEWtThpHpigiljWlj0XFb,Royal,5,6,7,8,10
GMIVmAmh3x6s0iM4oIGmVX7dDV0,Royal,5,6,7,8,10
u3iyzGfe3grk3XA8MGAz53gOgU5,Royal,5,6,7,8,10
K92OPpBqlmXKZM2LPhtdWmeeu6b,Royal,5,6,7,8,10
0DgLhHrKFQJw64Nl1rZvpGpnc9,Royal,5,6,7,8,10
Mh0s4myvCLwmwatl_mjd2CZRPv7,Royal,5,6,7,8,10
Fxw646VwOKyKj62gXUqAtD8lENj,Royal,5,6,7,8,10
he2sVSw3I6BsBnWVuefDRRYtLyg,Royal,5,6,7,8,10
bEClb4scbz1Z_2de8mU3xzfE5o6,Royal,5,6,7,8,10
9IzfQR7UKg5XuOMP6TpsOEMp3I5,Royal,5,6,7,8,10
6g94CS6kZyXcSAwa9EfUc4uBCe8,Royal,5,6,7,8,10
oluhfIxgDqr9xmS5bP9ruSxXp19,Royal,5,6,7,8,10
D7j0FQ19Ep5viA9MlsUMvQJhLy,Royal,5,6,7,8,10
LkpnUNk8jucKm02X0yzTfgroho1,Royal,5,6,7,8,10
oOW0maGDrT9kl3WUXFUjc8pNxg7,Royal,5,6,7,8,10
XqoP3iONOS5ft59cvJ5jSoYoaPd,Royal,5,6,7,8,10
rgXn_eMRTVRPdltiETIS_l0LjU3,Royal,5,6,7,8,10
Vduxwt2Y_LNVnbTp8LTmI8ULSXm,Royal,5,6,7,8,10
podj7VW4wU7xguOZfoJcu6v1fUb,Royal,5,6,7,8,10
LR0kBoJnJHOpUoiKmuKV8wOPU68,Royal,5,6,7,8,10
pRbcKTPK5VGePdTMz8v02ExDDS1,Royal,5,6,7,8,10
D6uAOqcvbaB7OdPiApCmcBjOiK5,Royal,5,6,7,8,10
k5eHTXLKCAkYSySlLM85bM5HrXa,Royal,5,6,7,8,10
7C44uocBqPXx6DT7yssPTMEzVG2,Royal,5,6,7,8,10
lHYoqLOwK6Y_da_XaJVyygsien8,Royal,5,6,7,8,10
8gfzs1Mhau67gPdaL6JZWziA85g,Royal,5,6,7,8,10
299ys9prptnnzY2ZwGQachUE3G4,Royal,5,6,7,8,10
5S_avu88SUq5vGKLcWuwePgGSD7,Royal,5,6,7,8,10
M0WHLT7bYEaNuWTgyVazg2mMDWd,Royal,5,6,7,8,10
Q8VYAZluDcVN1CNm8P7AeIugZ03,Royal,5,6,7,8,10
0oB81YSZJUDtdEz3QzZ0ydeXjei,Royal,5,6,7,8,10
Xr6aJ8JZeei5vBCD0S89Bfahvkb,Royal,5,6,7,8,10
EWDgzcwQ3EAOTY7RcXTbLui_cTf,Royal,5,6,7,8,10
UCQ1UUIYaepH23Apt2ddjNZhRcf,Royal,5,6,7,8,10
SaxvuLNERH77P0Myffq1iSE3Apd,Royal,5,6,7,8,10
P3qCwvEHIlNJrZgRCw49gLZfT68,Royal,5,6,7,8,10
fuDeCEt76Yeb2EB3U9Lu7Mv84kl,Royal,5,6,7,8,10
rEdqojREuh5Szn1NsGuSxJ1IAwh,Royal,5,6,7,8,10
ARIZJGdvTgFQErRgI3kwpoiwe1d,Royal,5,6,7,8,10
ZPVfQ6TbFAO11ucMEL_r9CqUbBk,Royal,5,6,7,8,10
yMfmRTmX7I7HEPRg_al5WptIxtm,Royal,5,6,7,8,10
5HMyHmE4sZO69NgSMuJPeMcccS7,Royal,5,6,7,8,10
qin9FJUtW36HE0u0386CmjMFfP2,Royal,5,6,7,8,10
yldTf1EPCYykR5yTIYJU01As5Y7,Royal,5,6,7,8,10
ATDU7e2DIoFAAEGkQT1kgfiL0gc,Royal,5,6,7,8,10
g7rmRrPHgmHtjnX5LYtdUDqQjb3,Royal,5,6,7,8,10
rLkm9E_EcChYSVzEbPpN7ESVBni,Royal,5,6,7,8,10
hAoyHhQ_RtcA8SXlGZIPGN1trSj,Royal,5,6,7,8,10
h2WQWUpWciPC6useqfkydptSqu2,Royal,5,6,7,8,10
atExjem6PV3HxjPyb1t1sKhgXwk,Royal,5,6,7,8,10
mIRfck2pJR4ak5SiuigQebk0_zk,Royal,5,6,7,8,10
1HjePWuhVuUYuBkS9mT74cZLnPh,Royal,5,6,7,8,10
KMIn8Mda3NSytHhyMBnZu4uvBgb,Royal,5,6,7,8,10
69rJ83ddTaxoE94sn_oXxBzM4nd,Royal,5,6,7,8,10
dExaMfJGmjB_3bd2TbPf2YW9vXb,Royal,5,6,7,8,10
dC2_tjC7w6SQl7ySmOd8E4F0Tug,Royal,5,6,7,8,10
53iixquraJ4X4swuxk9C29bWJDg,Royal,5,6,7,8,10
MQmtz5Bh8FhL52rFHqSbACC_jOg,Royal,5,6,7,8,10
mUxGeN4xBkzL5cQcGQ_ZFNPA95a,Royal,5,6,7,8,10
cgN4QuTReiWeiZLhTv0qRWKxPWf,Royal,5,6,7,8,10
1Eb2TZu54QjPFKSdkIvi8kzwwXe,Royal,5,6,7,8,10
K0zPZDtC1kzum3hYSPnhhjgsmL9,Royal,5,6,7,8,10
ux9QUpQg_fWz9coP_uRB9Div0i,Royal,5,6,7,8,10
3Vkhmj7B3mpOQB87EupxRj9lFyk,Royal,5,6,7,8,10
QlIPxtFXB5wMGOEddmHPCOoqHKl,Royal,5,6,7,8,10
APLYGpxOQzWLMVidSWZeuZfKRN9,Royal,5,6,7,8,10
CTqoScab2gU80wDFYaa8b0kx0Ee,Royal,5,6,7,8,10
pYVsJB9DvVIL5AXzjDNzUB39Jea,Royal,5,6,7,8,10
y1QsWYzLSV2iE4ex6oTpvmATqTc,Royal,5,6,7,8,10
0KVhyESINhYrCQCY7eoWIgQSEE4,Royal,5,6,7,8,10
9jXqRNuggPGa6rqcfr7AYsjmu35,Royal,5,6,7,8,10
Rkgg3AJ4bgM6T7Mv0WfuZVBs6sj,Royal,5,6,7,8,10
EvbmYo74lancbJ7ukyRUVPzBLo5,Royal,5,6,7,8,10
iNUM2qmCASl992bkTtqbTlS853a,Royal,5,6,7,8,10
M7wQkX0a8c6EQ924M0m5ChzPNN1,Royal,5,6,7,8,10
LlIafMiidmBkvw2mDsJIiB4Ig81,Royal,5,6,7,8,10
qRhBVQHcIRZV26tWtjHWJD6Z77,Royal,5,6,7,8,10
15FA63tgk05Jmp9yzBhGFAhn3v,Royal,5,6,7,8,10
VQK3kjHC5yrhuzIznz5TvIpDnS7,Royal,5,6,7,8,10
NLfAY5FgL7pFuzi3Um3WNP_jJjl,Royal,5,6,7,8,10
Pz0BTuTmCUz0mzx_QXmFosYuuS9,Royal,5,6,7,8,10
Zk_QVU6RCr90GH_6oGpdrRxad9l,Royal,5,6,7,8,10
a9usTePZk4wUd840rkEdBWKfnem,Royal,5,6,7,8,10
VAjXUgt1TqvArisP7aNg8UHv6T,Royal,5,6,7,8,10
078gOAbh33p31OCdORa87FOcsP6,Royal,5,6,7,8,10
GeufyCdkhb8qBq1UKzn_bYTe_3k,Royal,5,6,7,8,10
d2TPX9nV5sMDoscMQG1BgcWLGaj,Royal,5,6,7,8,10
aPRqaf0MQu7uU4rwiwVYN1jfz6e,Royal,5,6,7,8,10
2LsVRw5eVH98HwUatEj4ibxMGhf,Royal,5,6,7,8,10
90Epe4EZtyhUyALHB95u6m7Xbtk,Royal,5,6,7,8,10
IO10b52TL1dwV7bxSudcYLuaUl6,Royal,5,6,7,8,10
w125KPT4AIimCPEmpZ5vd76xLY6,Royal,5,6,7,8,10
vMYU21gGx7v2b5eFLFZybmmkKr8,Royal,5,6,7,8,10
49bGwjiRAeXGGxh_rIjIsYI31hm,Royal,5,6,7,8,10
ySe5J3gbuwqQzI08YDkaZBmojb,Royal,5,6,7,8,10
9R_lTxd0yWXhORp8_YspJwBh5Ag,Royal,5,6,7,8,10
3NCavl7BpzWm_nPlisXUq8_WVi5,Royal,5,6,7,8,10
F_eIVDgDILlBPQrW4PPBCuKH8Wd,Royal,5,6,7,8,10
P1pMCgCOp6KBQNFWFwpT2roaqpe,Royal,5,6,7,8,10
h0IkABdFnMRGZmmWzfIw9jgbRP2,Royal,5,6,7,8,10
5HspFbtW_mZ1uHDYwPvAvMaaXV7,Royal,5,6,7,8,10
fEjCEyYvFO7U0vGBdny0OJ983ml,Royal,5,6,7,8,10
RG5vJAGzp7kz1PlNV76iGseO7W9,Royal,5,6,7,8,10
LCo154MxfNIXZGmZhxTIMr1_sug,Royal,5,6,7,8,10
L58g9occT8vfsA3qNZ6lv7yVPgc,Royal,5,6,7,8,10
URyjspoeb00idEqKVPvs9G9eM2c,Royal,5,6,7,8,10
QccnF58y32zr_V2wCtItlAPA0Nh,Royal,5,6,7,8,10
C_nFEw6c5JWbCz035t8zZwNjjm3,Royal,5,6,7,8,10
Hoe2RSnu1ne5vjBEfSe7pdV4Cjh,Royal,5,6,7,8,10
Gkl70mmL5zGZugf9QliGH31HM86,Royal,5,6,7,8,10
cDW9sP_3wCNvoHEZriom0aOMoXh,Royal,5,6,7,8,10
iH9KvjcWH5OlPepRHktIVt8eYBm,Royal,5,6,7,8,10
EyGZh4yIM0QnxpYvqRN11u0zY11,Royal,5,6,7,8,10
VI2x7MPupAioGigKRjhH6nAp0pl,Royal,5,6,7,8,10
mQQI_fsy60bolTKFRxKr3F91S92,Royal,5,6,7,8,10
NQJyk8auOgJcBG0rq1bnfGqRPW2,Royal,5,6,7,8,10
vR1fst8gMj2Ikl9AyCWeSwmerE9,Royal,5,6,7,8,10
uHZXa7zg5RGD1c6l5vkpANnPs_9,Royal,5,6,7,8,10
Is2BBqLIdifFoeI_l4ECZl6AtSb,Royal,5,6,7,8,10
tkOmj_uSIaJnfQv1oNWz2N1oq_7,Royal,5,6,7,8,10
8MfhIKZXH47hLvlVF1CjJDRudZf,Royal,5,6,7,8,10
_MZTuHd7R4uaIFY1eYJOJmBGSj,Royal,5,6,7,8,10
pH6XyNgk5DX5_wMlJRDUFsZz4_j,Royal,5,6,7,8,10
UNBN3U94Y5i0hek0d6yecWx02Y6,Royal,5,6,7,8,10
tLwXYVKxdGyruSEoazHnMmkQIW9,Royal,5,6,7,8,10
4lw6xvawftZ9CAPOAzOQROAioof,Royal,5,6,7,8,10
8q_QL_wdcVqgobwlKE2orEC4lkb,Royal,5,6,7,8,10
CXAtWvtoWWFjdGK7REe2q1wBG29,Royal,5,6,7,8,10
vEN4SKMeS2sjCxKNEJJXbnLFt8m,Royal,5,6,7,8,10
